gender,languages_selected,education_level,major_field_of_study,cgpa,current_year,current_semester,experties_major_gpa,experties_suggest_career,student_programming_learned,student_databases_tools,student_cloud_platforms_infra_tools,mind_stress_management,learning_style,student_expectation,preferred_work_environment,work_life_balance,internship_experience,real_world_projects_completed,certifications
male,"english, sinhala",bachelor's degree,data science,3.32,3,2,3.01,data analyst,"c#, .net",postgresql,gcp,low,auditory,security engineer,hybrid,poor,no,4,azure
male,"english, sinhala",bachelor's degree,software engineering,2.22,4,2,2.84,cloud engineer,"python, java",sql server,kubernetes,low,auditory,software engineer,hybrid,excellent,no,2,aws
female,english,bachelor's degree,cyber security,3.63,4,1,2.69,software engineer,"c#, .net",sql server,aws,moderate,visual,systems analyst,hybrid,average,yes,8,cisco
male,"sinhala, tamil",bachelor's degree,software engineering,2.68,4,2,3.39,cyber security analyst,"python, r",mysql,azure,low,auditory,qa engineer,hybrid,excellent,yes,12,azure
female,english,bachelor's degree,data science,3.63,4,2,3.07,data analyst,"javascript, php",sql server,azure,moderate,visual,software engineer,hybrid,excellent,yes,5,cisco
male,tamil,bachelor's degree,information technology,2.61,1,1,2.31,ai engineer,"python, sql",oracle,aws,excellent,visual,data scientist,hybrid,average,no,11,cisco
female,"tamil, english",bachelor's degree,information technology,2.22,1,1,3.04,cloud engineer,"c#, .net",mysql,gcp,excellent,auditory,devops engineer,remote,average,yes,11,google
male,"tamil, english",bachelor's degree,cyber security,3.07,4,2,3.27,data analyst,"python, sql",postgresql,kubernetes,moderate,visual,systems analyst,hybrid,excellent,yes,5,none
female,tamil,bachelor's degree,data science,2.35,2,1,2.89,cyber security analyst,"java, c++",mongodb,docker,low,auditory,software engineer,onsite,excellent,no,7,aws
female,"english, sinhala, tamil",bachelor's degree,software engineering,3.02,1,2,2.83,devops engineer,"python, java",sql server,azure,moderate,visual,qa engineer,onsite,excellent,no,6,azure
female,tamil,bachelor's degree,computer science,2.69,4,2,2.59,qa engineer,"python, sql",mysql,gcp,low,auditory,qa engineer,remote,average,no,5,aws
female,sinhala,bachelor's degree,computer science,2.51,2,1,3.2,software engineer,"python, java",mongodb,aws,excellent,kinesthetic,data scientist,hybrid,excellent,yes,5,google
female,sinhala,bachelor's degree,information technology,2.91,3,2,3.76,ai engineer,"java, c++",oracle,gcp,moderate,kinesthetic,software engineer,hybrid,average,yes,2,cisco
male,"sinhala, tamil",bachelor's degree,information technology,3.45,3,2,2.55,devops engineer,"java, c++",oracle,azure,low,kinesthetic,data scientist,hybrid,poor,yes,8,azure
female,"english, sinhala, tamil",bachelor's degree,cyber security,2.41,2,2,2.94,ml engineer,"python, sql",mysql,azure,low,auditory,systems analyst,onsite,poor,no,12,none
female,sinhala,bachelor's degree,software engineering,3.76,1,2,3.25,ai engineer,"javascript, php",oracle,aws,low,kinesthetic,data scientist,onsite,excellent,yes,8,aws
male,"english, sinhala, tamil",bachelor's degree,software engineering,2.41,1,1,3.45,software engineer,"python, r",postgresql,kubernetes,excellent,kinesthetic,data scientist,hybrid,poor,no,7,google
female,"sinhala, tamil",bachelor's degree,information technology,3.34,2,2,2.33,ml engineer,"python, r",mysql,docker,low,kinesthetic,systems analyst,hybrid,poor,no,0,azure
female,"english, sinhala",bachelor's degree,cyber security,2.44,2,2,2.35,ml engineer,"python, r",mysql,gcp,moderate,visual,systems analyst,hybrid,excellent,yes,8,aws
female,"tamil, english",bachelor's degree,computer science,3.31,3,1,3.47,data analyst,"python, r",oracle,azure,low,auditory,software engineer,remote,excellent,yes,0,none
female,"tamil, english",bachelor's degree,cyber security,2.49,1,1,3.63,data analyst,"c#, .net",oracle,azure,moderate,visual,software engineer,onsite,average,yes,8,none
male,"sinhala, tamil",bachelor's degree,computer science,2.9,2,2,3.36,software engineer,"java, c++",postgresql,gcp,moderate,auditory,devops engineer,remote,excellent,yes,6,azure
male,tamil,bachelor's degree,computer science,2.52,1,1,2.36,software engineer,"java, c++",mongodb,kubernetes,excellent,kinesthetic,software engineer,remote,poor,yes,10,cisco
male,"english, sinhala, tamil",bachelor's degree,computer science,3.32,4,2,3.28,network engineer,"c#, .net",sql server,docker,moderate,kinesthetic,systems analyst,remote,excellent,yes,2,none
female,"english, sinhala",bachelor's degree,data science,3.65,2,2,3.11,ml engineer,"java, c++",mongodb,aws,moderate,visual,data scientist,remote,average,yes,7,cisco
male,"english, sinhala",bachelor's degree,cyber security,3.21,2,1,3.13,network engineer,"java, c++",mongodb,azure,excellent,auditory,qa engineer,hybrid,poor,no,5,aws
female,sinhala,bachelor's degree,data science,2.74,4,1,3.05,ai engineer,"python, r",postgresql,azure,low,auditory,devops engineer,onsite,average,yes,10,aws
male,"english, sinhala, tamil",bachelor's degree,information technology,2.54,4,2,3.74,ml engineer,"python, java",mysql,kubernetes,moderate,visual,security engineer,hybrid,poor,no,7,none
female,sinhala,bachelor's degree,cyber security,2.34,1,2,2.21,qa engineer,"python, r",mysql,azure,low,visual,security engineer,remote,excellent,yes,4,none
female,"tamil, english",bachelor's degree,computer science,3.07,1,2,3.75,cloud engineer,"python, r",postgresql,azure,moderate,visual,qa engineer,hybrid,excellent,no,12,cisco
female,"english, sinhala, tamil",bachelor's degree,computer science,2.32,1,1,3.91,software engineer,"python, r",mongodb,aws,excellent,visual,data scientist,hybrid,average,no,3,cisco
female,"sinhala, tamil",bachelor's degree,cyber security,2.83,3,2,3.81,ai engineer,"python, java",postgresql,azure,low,kinesthetic,software engineer,remote,poor,yes,3,cisco
male,english,bachelor's degree,information technology,3.29,1,1,3.12,data analyst,"java, c++",sql server,docker,low,auditory,qa engineer,onsite,poor,no,4,none
male,"tamil, english",bachelor's degree,software engineering,3.15,4,2,3.52,data analyst,"python, r",mongodb,docker,excellent,visual,security engineer,remote,average,yes,1,aws
female,english,bachelor's degree,information technology,2.93,4,2,4.0,ai engineer,"javascript, php",mysql,docker,low,kinesthetic,systems analyst,onsite,poor,no,9,none
male,"english, sinhala, tamil",bachelor's degree,software engineering,3.92,1,2,2.97,network engineer,"python, r",postgresql,docker,excellent,visual,devops engineer,remote,poor,no,8,cisco
male,"english, sinhala, tamil",bachelor's degree,information technology,3.41,3,2,2.29,cyber security analyst,"python, java",mongodb,aws,low,auditory,qa engineer,remote,poor,yes,8,cisco
male,sinhala,bachelor's degree,data science,2.9,1,2,2.94,ml engineer,"javascript, php",mongodb,aws,excellent,visual,security engineer,remote,poor,no,5,cisco
female,tamil,bachelor's degree,data science,3.03,2,1,3.69,systems analyst,"python, java",postgresql,gcp,low,visual,systems analyst,hybrid,excellent,yes,12,aws
male,sinhala,bachelor's degree,cyber security,3.5,2,1,3.24,data analyst,"c#, .net",mongodb,azure,moderate,auditory,security engineer,hybrid,poor,yes,9,cisco
male,sinhala,bachelor's degree,computer science,3.6,1,1,3.21,software engineer,"python, sql",postgresql,docker,moderate,auditory,devops engineer,remote,poor,no,12,google
male,"sinhala, tamil",bachelor's degree,cyber security,3.51,1,2,3.6,qa engineer,"python, java",oracle,gcp,low,visual,software engineer,remote,average,yes,6,azure
female,"tamil, english",bachelor's degree,information technology,2.87,3,2,3.39,devops engineer,"c#, .net",postgresql,azure,moderate,kinesthetic,devops engineer,hybrid,average,yes,4,none
male,tamil,bachelor's degree,software engineering,3.07,4,2,3.63,ai engineer,"c#, .net",sql server,azure,low,visual,systems analyst,onsite,poor,no,11,none
female,"english, sinhala",bachelor's degree,cyber security,3.03,3,2,3.22,systems analyst,"java, c++",oracle,docker,excellent,auditory,systems analyst,hybrid,poor,no,7,cisco
male,"tamil, english",bachelor's degree,information technology,2.52,4,1,3.98,qa engineer,"java, c++",mongodb,gcp,low,kinesthetic,software engineer,remote,average,yes,3,google
female,"sinhala, tamil",bachelor's degree,cyber security,2.64,3,2,3.2,cyber security analyst,"python, sql",oracle,aws,excellent,auditory,systems analyst,remote,excellent,no,9,google
male,tamil,bachelor's degree,computer science,3.6,1,2,3.94,ml engineer,"java, c++",mongodb,gcp,excellent,kinesthetic,devops engineer,hybrid,poor,no,1,cisco
male,"tamil, english",bachelor's degree,information technology,2.41,2,1,3.24,data analyst,"javascript, php",oracle,gcp,low,kinesthetic,devops engineer,hybrid,excellent,yes,5,azure
male,sinhala,bachelor's degree,information technology,2.79,1,1,2.47,ml engineer,"c#, .net",postgresql,gcp,moderate,kinesthetic,devops engineer,remote,average,yes,2,none
male,sinhala,bachelor's degree,software engineering,2.37,2,1,3.02,ai engineer,"python, java",sql server,azure,moderate,auditory,security engineer,hybrid,average,no,6,aws
male,"sinhala, tamil",bachelor's degree,cyber security,2.46,3,2,3.1,data analyst,"c#, .net",sql server,azure,moderate,auditory,software engineer,hybrid,average,no,2,cisco
female,tamil,bachelor's degree,computer science,2.56,4,2,3.65,network engineer,"python, r",sql server,docker,low,kinesthetic,security engineer,hybrid,poor,no,8,aws
female,"english, sinhala",bachelor's degree,data science,2.89,2,2,2.81,cloud engineer,"javascript, php",mysql,kubernetes,excellent,auditory,systems analyst,hybrid,poor,yes,6,azure
female,"sinhala, tamil",bachelor's degree,cyber security,2.69,4,1,2.91,cloud engineer,"python, sql",sql server,azure,low,kinesthetic,devops engineer,remote,poor,no,5,google
female,sinhala,bachelor's degree,cyber security,3.07,3,2,3.39,cloud engineer,"python, r",postgresql,docker,low,auditory,security engineer,hybrid,poor,no,0,aws
female,sinhala,bachelor's degree,computer science,3.04,1,2,2.61,network engineer,"java, c++",sql server,docker,excellent,visual,data scientist,onsite,poor,yes,10,cisco
male,sinhala,bachelor's degree,cyber security,3.38,1,1,3.94,cyber security analyst,"c#, .net",mongodb,gcp,moderate,kinesthetic,software engineer,remote,poor,yes,9,cisco
female,"sinhala, tamil",bachelor's degree,information technology,3.61,3,1,2.22,ai engineer,"python, java",mysql,gcp,moderate,auditory,data scientist,remote,excellent,no,2,aws
female,sinhala,bachelor's degree,cyber security,3.33,3,1,2.3,cloud engineer,"c#, .net",sql server,aws,excellent,kinesthetic,security engineer,remote,average,yes,0,google
female,sinhala,bachelor's degree,data science,3.64,1,1,2.98,ai engineer,"python, java",oracle,kubernetes,moderate,visual,devops engineer,remote,excellent,yes,4,none
female,english,bachelor's degree,cyber security,3.75,2,2,3.55,cyber security analyst,"python, sql",mongodb,gcp,excellent,auditory,data scientist,onsite,poor,yes,9,none
male,sinhala,bachelor's degree,computer science,3.19,3,1,3.49,software engineer,"python, r",mongodb,gcp,low,kinesthetic,qa engineer,hybrid,excellent,no,2,none
female,"sinhala, tamil",bachelor's degree,computer science,2.63,1,2,2.27,cyber security analyst,"python, java",sql server,aws,moderate,kinesthetic,systems analyst,hybrid,excellent,yes,5,aws
male,"english, sinhala, tamil",bachelor's degree,data science,3.99,3,1,2.86,ml engineer,"python, java",mysql,azure,moderate,visual,systems analyst,hybrid,poor,yes,2,aws
male,"english, sinhala",bachelor's degree,information technology,2.71,3,1,2.53,ai engineer,"python, r",oracle,aws,moderate,kinesthetic,devops engineer,hybrid,poor,no,1,aws
female,"sinhala, tamil",bachelor's degree,information technology,3.96,4,1,3.64,ml engineer,"python, java",mongodb,aws,excellent,auditory,software engineer,onsite,poor,yes,11,google
male,"english, sinhala, tamil",bachelor's degree,software engineering,3.88,1,1,3.43,devops engineer,"c#, .net",postgresql,gcp,low,auditory,software engineer,hybrid,poor,yes,9,aws
male,"sinhala, tamil",bachelor's degree,data science,2.5,3,2,2.41,devops engineer,"python, r",oracle,aws,excellent,visual,data scientist,hybrid,average,no,8,aws
male,"english, sinhala",bachelor's degree,data science,2.42,4,2,3.13,qa engineer,"python, sql",mysql,gcp,moderate,auditory,systems analyst,hybrid,average,no,8,cisco
male,"english, sinhala, tamil",bachelor's degree,software engineering,3.51,3,1,3.81,software engineer,"java, c++",mysql,azure,moderate,visual,data scientist,onsite,excellent,yes,2,cisco
male,"english, sinhala, tamil",bachelor's degree,data science,3.25,1,2,3.58,network engineer,"java, c++",sql server,kubernetes,moderate,auditory,systems analyst,remote,average,no,9,google
male,"tamil, english",bachelor's degree,information technology,3.84,3,2,3.68,software engineer,"python, sql",oracle,gcp,moderate,auditory,devops engineer,onsite,poor,yes,3,google
female,"english, sinhala, tamil",bachelor's degree,software engineering,2.38,1,2,3.39,software engineer,"python, sql",oracle,aws,low,kinesthetic,devops engineer,hybrid,average,yes,5,aws
female,"tamil, english",bachelor's degree,cyber security,2.8,3,2,3.45,cloud engineer,"python, sql",oracle,kubernetes,excellent,auditory,systems analyst,onsite,poor,yes,12,none
female,"sinhala, tamil",bachelor's degree,information technology,3.11,1,1,2.94,cloud engineer,"javascript, php",oracle,aws,excellent,kinesthetic,data scientist,hybrid,average,yes,6,azure
male,"english, sinhala, tamil",bachelor's degree,software engineering,3.37,4,1,2.33,cyber security analyst,"c#, .net",sql server,azure,low,auditory,data scientist,onsite,excellent,yes,2,google
female,"english, sinhala",bachelor's degree,cyber security,3.34,1,1,2.67,data analyst,"python, java",oracle,azure,moderate,visual,data scientist,onsite,excellent,no,10,azure
male,"sinhala, tamil",bachelor's degree,information technology,3.43,2,1,2.97,data analyst,"python, r",mysql,gcp,excellent,auditory,security engineer,remote,excellent,yes,10,none
male,"sinhala, tamil",bachelor's degree,computer science,3.8,4,2,2.79,cyber security analyst,"java, c++",mongodb,docker,excellent,visual,systems analyst,onsite,poor,no,10,azure
male,sinhala,bachelor's degree,cyber security,2.43,3,2,3.93,qa engineer,"python, sql",mysql,aws,excellent,auditory,data scientist,onsite,excellent,no,0,google
female,sinhala,bachelor's degree,data science,2.51,1,1,2.43,qa engineer,"python, sql",mongodb,kubernetes,moderate,kinesthetic,security engineer,hybrid,average,yes,2,azure
female,"sinhala, tamil",bachelor's degree,information technology,3.88,2,1,3.87,software engineer,"c#, .net",mysql,aws,low,kinesthetic,qa engineer,onsite,excellent,no,11,none
female,english,bachelor's degree,cyber security,2.4,2,1,2.82,cloud engineer,"java, c++",mysql,gcp,moderate,kinesthetic,systems analyst,remote,poor,no,8,azure
female,sinhala,bachelor's degree,information technology,2.51,3,2,3.05,systems analyst,"python, r",postgresql,gcp,moderate,auditory,systems analyst,remote,poor,no,0,azure
male,english,bachelor's degree,information technology,3.89,1,2,3.35,cyber security analyst,"c#, .net",mysql,kubernetes,moderate,visual,data scientist,hybrid,average,no,2,aws
female,"english, sinhala",bachelor's degree,computer science,2.32,2,1,2.36,qa engineer,"java, c++",sql server,aws,moderate,kinesthetic,data scientist,remote,poor,yes,1,aws
male,sinhala,bachelor's degree,data science,2.57,3,2,3.58,ai engineer,"python, java",mongodb,kubernetes,low,kinesthetic,devops engineer,hybrid,average,no,8,aws
female,tamil,bachelor's degree,information technology,2.96,3,1,3.81,data analyst,"python, r",mongodb,kubernetes,excellent,auditory,data scientist,remote,poor,yes,5,aws
female,"english, sinhala",bachelor's degree,information technology,3.84,4,2,2.87,systems analyst,"python, java",oracle,gcp,moderate,auditory,systems analyst,hybrid,average,no,1,google
